,ITE_ITEM_TITLE,ITE_ITEM_TITLE,"Score Similitud (0,1)"
21543,Bicicleta Infantil Aro 16 Com Rodinha Antonella - Verde,Bicicleta Aro 16 Infantil,0.5
21544,Tênis Feminino Anabela Via Marte Espelhado 21-1210,Tênis Anabela Feminino Via Marte,0.7142857142857143
21545,Tenis Dc Shoes Usado Preto E Vermelho Tam. 39 Br,Tenis De Rodinharodinha Ortope Tam 32 Usado.,0.3076923076923077
21546,Tênis Sneaker Feminino Plataforma Confira,Tênis Feminino Sneaker Ramarim Plataforma,0.6666666666666666
21547,Bicicleta Infantil Aro 12 Menina Nathor Feminina Com Rodinha,Bicicleta Infantil Aro 12 Feminina Antonella Menina Nathor ,0.7777777777777778
21548,Tênis Hns Lurex Ouro,Tênis Lurex,0.5
21549,Tênis Botinha Casual Lilo & Stitch Confortável Cano Alto,Tênis Feminino Fitness Cano Alto Botinha Casual Confortável,0.5454545454545454
21550,Tênis Masculino Cano Médio Botinha Em Lona Super Leve,Tênis Masculino Caterpillar  Super Leve Cano Baixo,0.5
21551,Tênis De Skate Hocks 2002 Azul Ciel Original,Tênis De Skate Hocks 2002 Preto/branco Original,0.625
21552,Tênis Salomon Trailster 2 F Cz,Tênis Salomon Trailster 2 Masculino - Vermelho - 40,0.4
21553,Caloi T Type Pneus Novos Revisada Pronta Para Uso,Caloi T Type + Rolo De Treino Tsw,0.25
21554,Tênis Masculino Mizuno  Jet 4- Azul Noite,Tênis Mizuno Jet 4 Azul E Marinho - Masculino,0.5
21555,Tênis Pizzer O Melhor Leve Confortável Ótimo Para Caminhadas,Tênis Leve E Confortável,0.42857142857142855
21556,On Running Cloudflyer Nº 39,Tênis On Running Cloudflyer Masculino Preto Corrida Academia,0.3
21557,Bici Infantil Feminina Aro 20 Rebaixada Mtb Bella - Xnova,Bicicleta Infantil Feminina Aro 20 Mtb Bella Violeta - Xnova,0.6666666666666666
21558,Tênis Confortável 2 Pares Shox 4 Molas Nz Calçado Couro ,Tênis Masculino 2 Pares Shox 4 Molas Nz Frete Grátis ,0.5384615384615384
21559,Tênis Chunky Vertus Recortes Branco,Tênis Infantil Vertus Recortes Camurça Branco,0.5714285714285714
21560,Tênis Feminino Resistente Elegante Confortável Estiloso Leve,Tênis Feminino Elegante Leve Macio  Estiloso Confortável,0.75
21561,Tenis Dg G3 Porto Branco Deg Verde Limao Platina,Tenis Dg G3 Porto Branco Deg Verde Limao Top,0.8
21562,Tênis Anacapri Preto Chunky Original,Tênis Anacapri Preto Knit Matelassê Original,0.5714285714285714
21563,Tenis Plataforma Feminino Moleca Sola Alta Original 5699.100,Tênis Plataforma Feminino Sola Alta Moleca Original,0.6666666666666666
21564,adidas La Trainer,Kit Masculino Tênis adidas Original La Trainer Envio Agora,0.3333333333333333
21565,Tenis Infantil Masculino Klin Toy 942177,Tênis Toy Masculino Infantil Klin 942175,0.5
21566,Kit 2 Tennis Caminhada Academia Masculino Feminino Leve,Kit 2 Tênis Masculino Academia Corrida Caminhada Ultra Leve,0.5454545454545454
21567,Tênis Feminino New Balance Arishi - Warissa1,Tênis New Balance 501 - Feminino,0.625
21568,Tenis Olympikus Decola 43619904 43619904,Olympikus Tenis Decola Verm/lar,0.6
21569,Tenis Feminino Calce Fácil Confort  Macio Sem Cadarço Preto,Tênis Meia Feminino Preto S/ Cadarço Calce Fácil Confort,0.5454545454545454
21570,Smart Tv LG Led 49  Ultra 4k Hd 49uj6525 Sem ,Smart Tv LG 55' Ultra Hd 4k Led Wifi Inteligência Artificial,0.5
21571,Tênis Whoop Montecar Feminino,Tênis Feminino,0.5
21572,Tênis Infantil Molekinha Bebe Casual Glitter 2118500,Tênis Casual Infantil Glitter Meninas Molekinha Lançamento,0.5555555555555556
21573,Tenis Masculino Academia Caminhada + Boné - Barato Promoção,Tenis Feminino Academia Original Caminhada Barato + Brinco,0.4166666666666667
21574,Bicicleta Aro 24 - Lady - Violeta,Bicicleta Aro 24 Feminina Bella Com Cesta - Cairu,0.4
21575,Coturno De Motoqueiro Solado De Borracha Ferraroni,Coturno Zípper Masculino Adventure Motoqueiro,0.25
21576,Tênis Infantil Menino Klin Jet Azul Ciano Frete Gratis,Tênis Infantil Menino Klin Genesis Anatomico Frete Gratis,0.5454545454545454
21577,Cannondale Jekyll 4 2015 Aro 27.5,Mountain Bike Cannondale Trail 4 2020 Aro 29 M,0.25
21578,Sapatilha Elleven Mtb Preto Com Cinza Tam;38,Sapatilha Elleven Mtb Preto Com Cinza Tam;37,0.7777777777777778
21579,Slip Perola Gliter Glamour,Slip Om Unicornio Gliter Ouro,0.2857142857142857
21580,Tênis Slip On Flatform Tressê Taupe Shoes 6001,Tênis Arezzo Animal Print Slip On Flatform,0.36363636363636365
21581,Tenis Feminino Casual Plataforma Vizzano,Tenis Feminino Vizzano Sapatenis Plataforma Casual,0.8333333333333334
21582,Tênis Feminino Modare Ref: 7339206 Lycra Viena,Tênis Feminino Modare Lycra Viena  7354.101empromoção,0.5555555555555556
21583,2x Catraca D/ Trava Micrométrica Sapatilha Spiuk Preta,2x Catraca Trava Micrométrica P/ Sapatilha Spiuk Preta,0.7777777777777778
21584,Tênis Feminino Chunky Ramarim Napa Vest Plus 2184104,Tênis Feminino Chunky Ramarim Napa Vest Plus 2189102,0.7777777777777778
21585,Sapatênis Feminino Macio Tênis Anabela Confort Idosas 4cores,Sapatênis Feminino Macio Tênis Anabela P/ Senhoras Confort,0.6
21586,Tênis Feminino Kolosh Nikki Esportivo Casual Confortável 406,Tênis Casual Feminino Confortável Sapatênis Esportivo,0.5555555555555556
21587,Mountain Bike Sense Exalt Evo,Sapatilha Para Mountain Bike,0.3333333333333333
21588,Sapatilha Scott Mtb Rc Boa - Lançamento 2021,Sapatilha Ciclismo Scott Mtb Rc Boa Lançamento 2021,0.7777777777777778
21589,Sapatilha Ciclismo Shimano Xc1 Sh-xc100 3 Velcros Tam 43br,Sapatilha Ciclismo Shimano Xc1 Sh-xc100 3 Velcros  Tam 40br,0.8
21590,Freeway Sapatênis Casual Balck/couro 014105,Sapatênis Casual Para Dia A Dia,0.3333333333333333
21591,Tênis Masculino Mizuno Jet Corrida Academia Original,Tênis Masculino Mizuno Arrow Corrida Academia Original,0.75
21592,Tenis Under Armour Charged Bandit 61,Tenis Under Armour Charged Knit,0.5714285714285714
21593,Tenis Infantil Bibi 1132013,Tenis Infantil Bibi 386001,0.6
21594,Tênis Usthemp Half Temático - Samoieda,Tênis Usthemp Half Temático - Margarida,0.7142857142857143
21595,Tênis Fila Disruptor 2 Premium Feminino Promoção 5fm00002-12,Tênis Fila Disruptor 2 Snake Feminino 5xm01136-013,0.5
21596,Sapatilha Sense Flex An20-2344 ,Sapatilha Sense Flex An20-26270e ,0.6
21597,Tênis Feminino Casual Confortável ,Tênis Feminino Casual Confortável,1.0
21598,Bicicleta Trek 3700,Bicicleta Trek Madone ,0.5
21599,Tênis Usthemp Volare Vegano Casual Estampa Boston Terrier,Tênis Usthemp Volare Vegano Casual Estampa Pitbull,0.6666666666666666
21600,Tenis Sapatenis Polo Urban Couro Leve Confortável - 2 Pares,Tenis Sapatenis Polo Urban - Couro Legítimo Leve Confortável,0.7272727272727273
21601,Tenis Daycon 075 Branco Preto,Tenis Labellamafia Preto Com Branco,0.5
21602,Tenis Infantil Masculino Molekinho Juvenil Passeio Conforto,Tenis Masculino Infantil Botinha Molekinho Conforto,0.625
21603,Tênis Com Brilho Dourado,Tênis Infantil - Dourado,0.4
21604,Sapatilha Mironelli Confort Feminino 5160,Tênis Mironelli Confort Feminino 61074,0.42857142857142855
21605,Tênis Fila Float Jogger Branco,Tênis Fila Retro Jogger Branco,0.6666666666666666
21606,Tênis Masculino Actvitta Slip On,Tênis Slip On Masculino Action ,0.6666666666666666
21607,Tenis Esportivo Masculino Para Treino Caminhada E Academia,Tenis Masculino Esportivo Academia Caminhada Treino Conforto,0.8571428571428571
21608,Bicicleta Aro 26 Feminina 18 Marchas Freio V-brake Bicolor,Bike Aro 26 Feminina Bicolor 18 Marchas Freio V-brake Ultra,0.7272727272727273
21609,Tênis Feminino Tanara Jogging T5641,Tênis Tanara Jogging,0.6
21610,Sapato Slip On Feminino Em Couro Sola Alta Plataforma,Slip On Via Uno Preto Plataforma Sola Alta Feminino,0.5454545454545454
21611,Tênis Infantil Skechers Menina Bontiful Be Kind Preto/rosa,Tênis Skechers Infantil Menina 27,0.4444444444444444
21612,Bicicleta Hupi 2016 Em Perfeito Estado ,Um Bicicleta Usada Em Perfeito Estado ,0.5
21613,Nike Air Jordan 1 Ko Storm Blue,Nike Air Jordan 1 High Seafoam,0.4444444444444444
21614,Tênis Masculino Old Star Do 34 Ao 42 Ref : 130-02,Tênis Feminino Actvitta Do 34 Ao 39 Ref : 4809.100,0.3076923076923077
21615,Sapatenis Tommy Hilfiger 100% Original,Sapatenis Tommy Hilfiger Original 0594 Marrom Couro ,0.4444444444444444
21616,Tênis Dc Shoes Tribeka Black Preto Importado Original,Tênis Dc Shoes Tribeka Preto Envio Rapido ,0.5
21617,Tenis Ana Capri C302770018,Tenis Ana Capri C302430001,0.6
21618,Tênis Femino Caminhada Academia Sem Cadarço Azul + Squeeze,Tênis Femino Caminhada Academia Sem Cadarço Onça + Squeeze,0.7777777777777778
21619,Tênis Infantil Molekinha Lycra Feminino Preto,Tênis Feminino Infantil Molekinha,0.6666666666666666
21620,Tênis Olympikus Dynamic Feminino Steel Sky Blue Academia,Tênis Olympikus Dynamic Steel Sky Blue Feminino Academia,1.0
21621,Tênis Olympykus Ultraleve E.v.a,Tênis Masculino Olympikus Ultraleve,0.3333333333333333
21622,Bicicleta Rebaixada Infantil Aro 24 18 Marchas Ultra Bikes,Bicicleta Aro 24 Ultra Bikes 18 Marchas V-brakes,0.7
21623,Tênis Masculino E Feminino Fit Ever Way Eva Space,Tênis Adrun Way Feminino,0.3333333333333333
21624,Tênis De Luzinha Para Meninas Pampili Com Led E Glitter 1353,Tênis Sereia Meninas Com Luzinha De Led Lançamento,0.4444444444444444
21625,Tênis adidas Zx 2k Boost Nr 42 Original Novo Na Caixa,Tênis Air Max 2090 Nr: 42 Original Novo Na Caixa,0.42857142857142855
21626,Tenis Masculino Preto Luxuoso Super Confortável Exclusivo,Tenis Preto Masculino Alto Padrão Clássico Exclusivo,0.4
21627,Tênis Olympikus Boreal Feminino - Rosa - Original,Tênis Olympikus Boreal - Feminino - Chumbo/rosa - Original,0.75
21628,Bicicleta Hype 50 - Verde Fosco,Bicicleta Groove Hype 50 24v Hd,0.3333333333333333
21629,Tênis Dakota Slip On Plataforma Flatform Preto G3162,Tênis Feminino Dakota Plataforma Flatform Slip On G4211,0.6
21630,Kit 2 Tenis Masculino Caminhada Promocao,Kit 2 Tenis Masculino Caminhada Academia Easy2 + Relogio,0.5
21631,Tênis Mule Modare Ultraconforto Napa Strech 7363.100 27363,Tênis Modare Napa Strech Detalhe Matelassê,0.4
21632,32898 Melissa Tênis Street Original Pronta Entrega,Melissa Street Original Feminino Pronta Entrega+nota Fiscal,0.4
21633,Kit 2 Pares Tênis Feminino Casual Corda Juta Preto Azul E,Kit Com 2 Pares Do Tênis Feminino Casual,0.6
21634,Bicicleta Bike Rava Preto/verde Aro 29 19 24 V,Bicicleta Aro 29 Rava 24v Preto/verde,0.5
21635,Tênis Feminino Ascension Ghost Nylon Mesh Asc 53204-005 Rosa,Tênis Ascension Ghost Brilhe Feminino,0.4
21636,"Tenis All Star Botinha, Unissex, Vermelho, Tamanho 36/37.","Tenis Promoção, All Star, Cano Alto, Converse, Vermelho. ",0.42857142857142855
21637,Tenis Veludo Feminino Vermelho Rosa Bebe Sola Branca 4103,Tenis Feminino Rosa Original Sola Branca Cadarço Caminhada  ,0.4166666666666667
21638,Roupas Infantil ,Sapatênis  Infantil,0.3333333333333333
21639,Bicicleta  De Passeio Ultra Bikes Bike Aro 26 18 Marchas Aro 26 18v Freios V-brakes Cor Vermelho-ferrari,Bicicleta  De Passeio Ultra Bikes Bike Aro 26 18 Marchas Aro 26 18v Freios V-brakes Cor Verde,0.8666666666666667
21640,Tênis Feminino Sneaker Plataforma Chunky Onça Blogueira ,Tênis Feminino Sneaker Plataforma Chunky Blogueira Branco,0.75
21641,Tenis Masculino Olympikus Haze Solado Evasense Novidade,Tenis Masculino Olympikus Dash Solado Masculino Tênis Eva,0.4
21642,Tênis Feminino Keds Kickstart Kd1485001,Tênis Feminino Keds,0.6
21643,Tenis Coca Cola Resort Rt Jeans,Tenis Coca Cola Iate Feminino,0.375
21644,Tênis Masculino Esportivo Lançamento Runway Style Promoção,Tênis Masculino Casual Esportivo Para Treino Style Runway,0.5555555555555556
21645,Tênis Ielgy Deportivos Con Suela Alta Para Estudiantes,Tênis Ielgy Versátiles A La Moda Con Cordones,0.2727272727272727
21646,1 Tênis + 1 Chinelo + 1 Camisa Masculino Mystery Box I,Kit 1 Tênis Masculino Casual Spider Caminhada + 1 Chinelo,0.38461538461538464
21647,Melissa Easy Sneaker,Tênis Melissa Easy Sneaker,0.75
21648,Activitta Tênis Nylon Caminhada Academia 4906.101,Tênis Feminino Activitta Casual Caminhada Academia Conforto,0.4444444444444444
21649,Tênis Vizzano 1214 205,Tênis Vizzano Confortável,0.4
21650,Tênis Infantil Meninas Feminino Coração De Meia Calce Fácil,Tênis Infantil Feminino Casual Meninas Tênis Calce Fácil,0.6666666666666666
21651,Sapatilha Mtb Ciclismo Bike  Compatível Shimano Feminina,Sapatilha Feminina Mtb Bike Ciclismo Esportiva Neoprene,0.5555555555555556
21652,Tv Philips De Tubo 14pt112a Sem Controle Leia Anuncio,Tv Gradiente Next 29l Sem Controle Leia O Anuncio,0.4
21653,Sapatenis Casual  Masculino 100% Couro Palmilha Gel Pu,Sapatenis Casual Masculino Oxford Couro Palmilha Ultra Gel,0.5454545454545454
21654,Kit 3 Pares Tenis Infantil Feminino Menina Revenda,Kit 3 Pares Tenis Infantil Feminino Menina Full,0.7777777777777778
21655,Sapatenis Tênis Masculino Casual De Amarrar Azul Dubuy,Tenis Sapatenis Masculino Casual De Amarrar Azul Dubuy,0.75
21656,Kit 2 Pares Tênis Casual Feminino Chunky Verniz Rosa Dubuy,Kit Com 2 Pares Do Tênis Feminino Casual,0.6
21657,Tênis Under Armour Celerity Feminino Alta Performance,Tênis Under Armour Feminino 3024672,0.5
21658, Tênis Unissex Esportista Academia Corrida Crossfit Hard,Tênis Masculino Musculação Academia Crossfit Corrida,0.4444444444444444
21659,Tenis Casual Feminino Usaflex Lycra Shine Preto Ab7302,Tenis Feminino Shine Usaflex Preto Ab6401db,0.5555555555555556
21660,Tenis Flak 365 Oakley Khaki,Tenis Oakley Flak 365,0.8
21661,Kit Tênis Couro Dad Sneaker Chunky Badplay + Carteira Couro ,Tênis Sneaker Chunky Ugly Dad Branco Em Couro Blogueira,0.4166666666666667
21662,Bmc Race Machine 01 Road,Bmc Team Machine Slr 01 Four  - 2022,0.3
21663,Tênis Prada Feminino Plataforma Refletivo Moda  E Conforto,Tênis Feminino Prada Refletivo,0.5714285714285714
21664,Tenis Infantil Tecido Moletom Molekinha Cinza,Tenis Infantil Meninal Molekinha,0.42857142857142855
21665,Tênis Mizuno Feminino Acytion ,Tênis Mizuno Feminino Ocean,0.6
21666,Anacapri Calçados, Calçados,0.5
21667,Sapatênis Masculino Bordô Ferracini - 1448e,Sapatênis Masculino Lexus Ferracini - 7042,0.5
21668,Tênis Moleca Napa Sardenha Feminino - Rose 5667.404,Tênis Feminino Flatform Moleca Napa - 5667302,0.5
21669,Tênis Basic Bio Vd. Militar,Tênis Feminino Basic Branco,0.25
21670,Mid Wolf Grey,Jordan 1 Mid Grey Green,0.3333333333333333
21671,Tênis De Caminhada Corrida Masculino Calce Fácil,Tênis Masculino Pé Com Pé Calce Fácil 52092 ,0.5
21672,Sapatênis Masculino Casual Tênis Social Confortável 60401,Sapatênis Masculino Casual Social Em Couro Tênis Confortável,0.75
21673,Tenis Bibi Space Wave 2.0 Homem Aranha 1132013,Tênis Infantil Bibi Space Wave 2.0 Com Led - Homem Aranha,0.5
21674,Tênis Sneaker Centuria Em Couro Sola Alta Chunky Preto,Tênis Feminino Ramarim Chunky Sneaker Sola Alta Preto,0.6
21675,Tênis King Kids Juvenil Zk21-23yx-i,Tênis King Kids Juvenil Bk20-b2760 ,0.6666666666666666
21676,Tênis Feminino Kolosh C1296 Nude,Tênis Feminino Kolosh Casual C1296,0.6666666666666666
21677,Sapatos Esportivos Femininos Malha Ao Ar Livre Com Cordões R,Sapatos Esportivos Femininos Ao Ar Livre Plano Arco Oco Dedo,0.4166666666666667
21678,Tênis Preto Feminino Plataforma Estilo Conga,Tênis Feminino Preto Sola Plataforma Estilo Conga Sola Alta,0.75
21679,Tênis Clássico Honey Preto/pink Pampili,Tênis Pampili Bambole Preto/pink 664002,0.42857142857142855
21680,Tênis Oakley Flak 365 Noble Metal Branca,Tênis Bota Oakley Flak 365 Noble Metal Original Nfe,0.6
21681,"Sapatos Tênis Pintados De Verão, Tendência Jovem Leve 2293",Tênis Feminino Leve Nova Tendência Verão 2020 Promoção,0.3076923076923077
21682,Tênis Slip On Casual Feminino Flat Form  Preto Lançamento,Tênis Casual Feminino Slip On,0.5555555555555556
21683,Sapatilha Ciclismo Mtb Shimano - Sh-me100 - Preto,Sapatilha Ciclismo Shimano Mtb Sh-me100 Preto,0.8571428571428571
21684,Tênis Masculino Nike Nightgazer 644402-006,Tênis Nike Nightgazer,0.6
21685,Tênis Kidy Ref 009.0800,Tênis Kidy Ref  020.0110,0.6
21686,Tênis Fila Masculino Retro Sport,Tênis Sport Masculino,0.6
21687,Promocao Tenis Meia Feminino,Tenis Feminino Meia Branco,0.6
21688,Tênis Nike Vapormax Original Usado Tamanho 42 Ótimo Estado,"Tênis Balenciaga Original, Tamanho 42 Usado Em Estado De Nov",0.5
21689,Tênis Infantil Bibi Action Naval Preto Calce Fácil,Tênis Infantil Bibi Action Masculino Preto,0.5555555555555556
21690,Hbtv 32l05hd1 Diversas Peças Original E Testadas - Cenapp,Tênis Timberland Newbury - Original,0.18181818181818182
21691,Tênis Masculino  ,Tênis Masculino,1.0
21692,Sapatenis Pegada 114856 Couro,Sapatenis Pegada 118408 Couro Masculino,0.5
21693,Bicicleta Work Dal Barra Circ. Aro 26 /masculina - Azul,Bicicleta Dpdcross Aro 20 /masculina - Azul,0.38461538461538464
21694,Tênis Puma By Rihanna Fenty,Tênis Puma Runner,0.3333333333333333
21695,Tênis Feminino Verde Militar Casual Sola Alta Via Marte  ,Tênis Feminino Casual Via Marte ,0.5555555555555556
21696,Bicicleta A29 First 27v Freio Hidraulico  Tam 15.5,Bicicleta Aro 29 27v Freio Hidraulico First Shelby Altus,0.4166666666666667
21697,Bicicleta Aro 29 Gts Pro M5 Techs Alumínio Freio Hidráulico,Bicicleta Gts Pro M5 Techs 21v Aro 29 Freio À Disco Aluminio,0.6153846153846154
21698,Nike Branco Tamanho 42,"Tênis Janoski, Nike, Tamanho 42",0.42857142857142855
21699,Tênis Infantil Feminino Novopé Preto E Pink- 700n203,Tênis Infantil Feminino Novopé Panda Preto 300n261,0.5555555555555556
21700,Tênis Actvitta 4809105 Menta-amarelo Neon/ Branco Feminino,Tênis Feminino Basic Branco,0.375
21701,Tênis Cano Alto Molekinha,Tênis Cano Alto De Musculação,0.6
21702,Tênis Star Branco Feminino Vulcanizado Borracha Confortável,Tênis Branco Feminino Confortável,0.5714285714285714
21703,Tenis Asics Gel - Nimbus 22 Preto/cinza/verde,Asics Gel Nimbus 21 Flytefoam,0.3333333333333333
21704,Tênis Casual Básico E Leve,Tênis Casual Básico Feminino,0.6
21705,Sapatênis Masculino Pegada Couro,Sapatênis Pegada Masculino Em Couro 118407.06,0.8
21706,Cabo Alto Falante Tv Aoc L32w831,Alto Falante Tv LG 60la8600,0.375
21707,Tênis Feminino Sola Baixa Cores De Verão A Pronta Entrega,Tênis Feminino Plataforma Chunky Pronta Entrega,0.4
21708,Tênis All Star Ct0001.0006,Tênis All Star,0.75
21709,Tênis Masculino Leve P/ Caminhada Academia Promoção 09,Tênis Masculino Leve P/ Caminhada Academia Promoção 50,0.7777777777777778
21710,Tênis Masculino P/ Corrida Mizuno Wave Prophecy X Lançamento,Tênis Mizuno Wave Prophecy X Masculino Lançamento 2021,0.7
21711,Tênis Masculino Puma St Runner V2 Mesh Ref: 366811,Tênis Infantil Puma St Runner V2 Mesh V Ps,0.46153846153846156
21712,Bicicleta Aro 20 Pro Tork Ultra Freio V Break Green,Bicicleta Aro 24 Pro Tork Ultra Freio V Break Vermelho,0.6666666666666666
21713,Sapatilha Sidi T2,Sapatilha Sidi,0.6666666666666666
21714,Tênis Feminino Capricho Likes Platform Canvas - Cp0601,Tênis Feminino Capricho Amarelo Likes Platform Canvas Cp0601,0.7777777777777778
21715,Tênis Usthemp Folks Vegano Casual Art Black Splash,Tênis Usthemp Folks Vegano Casual Art Amor Real,0.6
21716,Tênis Feminino Actvitta Beira Rio Slip On Confortavel,Tênis Feminino Beira Rio Actvitta 4806410 Preto Slip On,0.7
21717,Tênis Feminino Wave Prophecy 9 Academia Caminhada Corrida ,Tênis Feminino Para Caminhada Corrida Academia Esportivo,0.5555555555555556
21718,Botinha Masculina Infantil Kids Aranha Cadarço Botinho 817b5,Tenis Botinha Led Infantil Aranha Sem Cadarço,0.4
21719,Botinha Tenis Top Fitness Adolescente Jovem Treino Jogos ,Sneakers Fitness Botinha Tenis De Treino Cheia De Marra ,0.36363636363636365
21720,Tênis Slip On Dakota G2482,Tênis Dakota Slip On,0.8
21721,Tênis Via Marte Feminino Nova Coleção Ref. Shop8,Tênis Via Marte Feminino Coleção Nova,0.6666666666666666
21722,Tenis Masculino Black Horse Terracota - 252,Tênis Black Horse Masculino Branco - Bhpf,0.4
21723,Tênis  Air Vaporrmaxx Ffk 2020,Tênis Sport  Air Casual Sensação 2020,0.375
21724,Tênis Lady Infantil,Tênis  Infantil ,0.6666666666666666
21725,Mountain Bike Oggi Big Wheel 7.0 2021 Aro 29 15.5 18v Freios De Disco Hidráulico Câmbios Shimano Alivio M3120 Y Shimano Alivio M3100 Cor Cinza/verde,Mountain Bike Sense Fun Evo 2021/22 Aro 29 M 18v Freios De Disco Hidráulico Câmbios Shimano Altus M2020 Y Shimano Alivio M3100 Shadow Cor Alumínio,0.45161290322580644
21726,Tênis Casual Gasparini Amarelo,Tênis Casual Gasparini Laranja,0.6
21727,Tênis Gel-nimbus 23 Pink Salt/ Pure Silver Feminino.,Tênis Asics  Gel-nimbus  22 Feminino Hot Pink,0.3333333333333333
21728,Sapatilha Dry Ciclismo Hybrida Laranja E Azul,Sapatilha Ciclismo Avva Camuflado Azul,0.375
21729,Tênis Infantil P/ Menina Com Led Kidy Flex Conforto 0201102,Tênis Com Luz Infantil Menina Com Led Kidy Flex Light,0.5454545454545454
21730,Tênis Mad Rats Slip On Black Original Skate Envio Já Nfe,Tênis Mad Rats Skate Summer Black Original Envio Já Com Nfe,0.7272727272727273
21731,Tênis Feminino Knit Listras Comfortflex Lycra Macio 21-50301,Tênis Feminino Knit ,0.375
21732,Tênis Usthemp Slip-on Temático - Hamster,Tênis Usthemp Slip-on Temático - Deepspace,0.7142857142857143
21733,Sapatilha Kart K Pole Sparco - Preto /  Branco 41 Br,Sapatilha Kart K Run Sparco - Preto / Cinza 41 Br,0.6923076923076923
21734,Bicicleta Infantil Com Rodas De Alumínio ,Bicicleta Hunter Alumínio,0.4
21735,Kit 2 Tênis Feminino Header Easy Casual Esporte + Relógio,Kit 2 Tênis Feminino Header Easy Academia Promoção + Relógio,0.6666666666666666
21736,Tênis Usthemp Short Temático - Dom Husky,Tênis Usthemp Short Temático - Hibisco,0.625
21737,Tênis Juliette Big Brother 2021  Kolosh Dakota,Tênis Dakota,0.2857142857142857
21738,Tênis Osklen Riva Em Couro Masculino - Tamanho 41,Tênis Riva Em Couro Osklen,0.5
21739,Tênis Asics Cumulus 18 - Tam. 37.5 Br,Tênis Asics Tiger Hypergel-lyte - Tam. 43,0.4166666666666667
21740,Tênis Kolosh Hades C1287 Feminino Leve Casual + Mais Cores,Tênis Kolosh Feminino Hades C1294 Leve Casual + Mais Cores,0.8
21741, Tênis Arco-íris Feminino,Tênis Feminino,0.6666666666666666
21742,Sapatenis Tenis Casual Masculino Cano Curto Da Polo ,Sapatenis Tenis Masculino Cano Medio Botinha Casual Polo Joy,0.6
21743,Tênis Super King Mac Donalds,Tênis Super King Masculino Dolce Gabbana,0.375
21744,Sapatênis Cadarço Casual Masculino Iate Lançamento Moda Top,Sapatênis Tênis Casual Iate Masculino Lançamento Grafite,0.5
21745,Tenis Nike Air Max Ap Envio Imediato,Tenis Nike Air Max Ap,0.7142857142857143
21746,Bicicleta Aro 26 Free Ride Wny Disco Suspensão,Bicicleta Aro 26 Pro-x Suspensão Launch Freio A Disco,0.45454545454545453
21747,Sapatilhas Femininas Xadrez Mocassins De Fundo Plano Bombas,Sapatilhas Femininas Athletic,0.25
21748,Tenis Masculino Feminino Coturno Adventure Macio Promoção,Tenis Coturno Masculino E Feminino Adventure Original Oferta,0.5555555555555556
21749,Wedge Internal Bg Specialized Varus 43-44 Eu Laranja,Specialized Hardrock,0.125
21750,Sapatilha Specialized Recon 1.0,Sapatilha Specialized Recon 1.0 40 Br/27 Cm De Palmilha,0.5
21751,Tênis Chunky Sneaker Lindo Feminino Lançamento Branco,Tênis Sneaker Chunky Feminino Branco Em Promoção,0.625
21752,Tênis Olympikus Feminino Marinho Freedom,Tênis Olympikus Anyway Feminino Marinho,0.6666666666666666
21753,Tenis Plataforma Feminino Casual Lançamento + Brinde,Tenis Feminino Casual Tênis Lançamento Chunky Plataforma Alt,0.5
21754,Tênis Skechers Feminino Bobs Squad Tough Talk 3250,Tênis Feminino Skechers Bobs Squad Preto+ Brinde Meia,0.45454545454545453
21755,Tênis Coca-cola Blend Canvas Vermelho,Tênis Coca-cola Blend Leather Preto E Vermelho,0.5714285714285714
21756,Tv LG Pq30r,Tv LG 55um7520,0.5
21757,Teclado Sensor E Auto Falantes Da Tv LG Modelo 28mt45b-pm,Auto Falantes Da Tv Samsung Modelo Un40k6500ag,0.4
21758,Nike Pegasus 34,Tênis Nike Pegasus,0.5
21759,Tênis Skechers Air Infinity,Tênis Skechers Skch+3,0.4
21760,Tênis Amarelo Feminino Plataforma Slip On + Brinde Sola Alta,Tênis Slip On Feminino Dkshoes  Pérola Sola Alta,0.5
21761,Tênis Casual Feminino Infantil Sapatenis Rosa Keds Original,Tênis Casual Feminino Infantil Sapatenis Jeans Keds Original,0.7777777777777778
21762,Sapatilha Áquatica Neoprene Hibrida Versatil Top Promoção,Sapatilha Esportiva Neoprene Promoção,0.375
21763,"Tênis Feminino Slip On  Torricella, Branco/preto, Liquidação",Tênis Slip On Feminino Torricella Barato,0.5555555555555556
21764,Tênis Feminino Casual Beira Rio Conforto Camurça,Tênis Feminino Casual Beira Rio Conforto,0.8571428571428571
21765,Tenis Infantil Bibi 382154,Tenis Infantil Bibi 386001,0.6
21766,Bicicleta Ultra Bikes Big Fat Infantil Azul Claro,Bicicleta Infantil Masculina Azul Big Fat Ultra Bikes,0.7777777777777778
21767,Tênis Sapatênis Glamour Feminino Dubuy 022cb,Tênis Sapatênis Chunky Branco Feminino Branco Original Dubuy,0.4444444444444444
21768,Tênis Puma X-ray Game Bdp Masculino 37450206,Tênis Puma W X-ray Game Bdp Feminino - Rosa,0.45454545454545453
21769,Tenis Sapatenis Masculino Lona Conforto Auto Estilo**-,Sapatenis Tenis Casual Conforto Masculino ,0.4
21770,Tenis Riva Couro Acamurçado - Osklen,Tênis Riva Em Couro Osklen,0.42857142857142855
